ID,Acceleration,Added on,Age,Aggression,Agility,Att. WR,Balance,Ball Control,Club,Composure,Crossing,Curve,Def. WR,Defending,Diving,Dribbling,FK. Accuracy,Finishing,Foot,Fullname,Handling,Heading Accuracy,Height,Interceptions,Intl. Rep,Jumping,Kicking,League,Long Passing,Long Shots,Marking,Nation,Origin,Pace,Passing,Penalties,Physicality,Positioning,R.Face,Reactions,Reflexes,Revision,Shooting,Short Passing,Shot Power,Skills,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Weak Foot,Weight
10176,65,2018-09-19,22 years old,39,69,Med,34,58,FC Schalke 04,64,22,20,Med,49,65,58,22,10,Right,Alexander Nübel,60,20,"193cm | 6'4""",49,1,62,63,Bundesliga,15,18,20,Germany,N\A,65,63,18,62,60,,34,69,Normal,60,15,10,1,13,49,61,13,61,63,18,3,86
10177,52,2018-09-19,21 years old,68,53,Med,58,52,West Bromwich Albion,54,32,22,Med,65,,52,32,28,Right,Tosin Adarabioyo,,58,"196cm | 6'5""",65,1,68,,EFL Championship,30,30,58,England,N\A,52,43,31,68,29,,58,,Normal,29,30,28,2,65,50,70,65,70,43,30,3,80
10178,72,2018-09-19,20 years old,66,71,Med,79,78,West Bromwich Albion,58,60,48,Med,37,,78,60,57,Right,Kyle Edwards,,35,"172cm | 5'8""",37,1,53,,EFL Championship,57,54,35,England,N\A,72,59,64,53,55,,79,,Normal,55,57,57,3,45,74,66,45,66,59,54,3,64
10179,59,2018-09-19,23 years old,72,66,Med,77,76,Swansea City,57,67,71,Med,38,,76,67,50,Left,Matthew Grimes,,45,"178cm | 5'10""",38,1,58,,EFL Championship,68,52,45,England,N\A,59,70,66,58,56,,77,,Normal,56,68,50,2,35,57,64,35,64,70,52,5,70
10180,74,2018-09-19,21 years old,67,65,Med,72,65,Spartak Moscow,58,64,48,Med,48,,65,64,64,Right,Georgiy Melkadze,,45,"182cm | 6'0""",48,1,74,,League of Russia,52,59,45,Russia,N\A,74,59,65,74,60,,72,,Normal,60,52,64,3,68,75,71,68,71,59,59,3,84
10181,68,2018-09-19,20 years old,23,75,Med,24,38,Spartak Moscow,46,35,13,Med,35,68,38,35,8,Left,Alexandr Maksimenko,59,6,"187cm | 6'2""",35,1,66,63,League of Russia,12,6,6,Russia,N\A,68,63,21,66,59,,24,75,Normal,59,12,8,1,11,35,51,11,51,63,6,3,81
10182,73,2018-09-19,23 years old,69,72,Med,78,74,Torino,60,59,73,Med,45,,74,59,65,Left,Mattia Aramu,,38,"180cm | 5'11""",45,,57,,Serie A TIM,66,53,38,Italy,N\A,73,66,70,57,60,,78,,Normal,60,66,65,3,53,68,56,53,56,66,53,3,69
10183,58,2018-09-19,24 years old,63,52,Med,54,44,Chievo Verona,60,15,17,High,62,,44,15,12,Right,Mattia Bani,,62,"188cm | 6'2""",62,1,72,,Serie A TIM,12,12,62,Italy,N\A,58,30,23,72,15,,54,,Normal,15,12,12,2,62,53,75,62,75,30,12,2,78
10184,65,2018-09-19,29 years old,35,66,Med,48,36,Hamburger SV,63,15,12,Med,44,65,36,15,13,Right,Tom Mickel,62,22,"185cm | 6'1""",44,1,62,65,Bundesliga 2,12,14,22,Germany,N\A,65,65,28,62,62,,48,66,Normal,62,12,13,1,14,44,58,14,58,65,14,2,84
10185,65,2018-09-19,31 years old,31,66,Med,47,45,Burnley,62,49,17,Med,35,65,45,49,15,Right,Adam Legzdins,61,16,"190cm | 6'3""",35,1,64,65,Premier League,17,13,16,England,N\A,65,65,20,64,61,,47,66,Normal,61,17,15,1,19,35,62,19,62,65,13,3,90
10186,66,2018-09-19,21 years old,61,63,Med,62,60,Udinese,63,65,55,High,63,,60,65,59,Right,Simone Pontisso,,61,"184cm | 6'0""",63,1,66,,Serie A TIM,60,52,61,Italy,N\A,66,64,70,66,58,,62,,Normal,58,60,59,2,64,64,62,64,62,64,52,3,75
10187,70,2018-09-19,23 years old,42,71,Med,74,71,Vitória Guimarães,58,68,43,Med,57,,71,68,65,Right,Joseph Amoah,,62,"178cm | 5'10""",57,1,63,,Liga NOS,46,54,62,Ghana,N\A,70,61,49,63,51,,74,,Normal,51,46,65,4,44,68,70,44,70,61,54,3,71
10188,69,2018-09-19,21 years old,18,68,Med,32,29,FC Nantes,47,30,13,Med,22,69,29,30,9,Right,Quentin Braat,66,11,"194cm | 6'4""",22,1,61,62,Ligue 1 Conforama,12,7,11,France,N\A,69,62,17,61,66,,32,68,Normal,66,12,9,1,14,22,30,14,30,62,7,2,90
10189,60,2018-09-19,21 years old,59,51,Low,44,51,San Lorenzo de Almagro,60,23,22,High,65,,51,23,26,Left,Marcos Senesi,,68,"183cm | 6'0""",65,1,66,,SAF,29,32,68,Argentina,N\A,60,45,48,66,35,,44,,Normal,35,29,26,2,66,62,79,66,79,45,32,3,80
10190,65,2018-09-19,23 years old,27,67,Med,36,54,San Lorenzo de Almagro,63,28,18,Med,47,65,54,28,15,Right,José Devecchi,62,21,"188cm | 6'2""",47,1,64,59,SAF,16,19,21,Argentina,N\A,65,59,24,64,62,,36,67,Normal,62,16,15,1,17,47,61,17,61,59,19,2,83
10191,67,2018-09-19,23 years old,32,56,Med,64,57,Hannover 96,60,46,32,Med,21,,57,46,64,Right,Babacar Guèye,,11,"192cm | 6'4""",21,1,65,,Bundesliga,30,65,11,Senegal,N\A,67,40,70,65,64,,64,,Normal,64,30,64,2,70,66,67,70,67,40,65,3,84
10192,64,2018-09-19,21 years old,69,66,Med,75,76,Montpellier Hérault SC,59,63,51,Med,58,,76,63,57,Right,Killian Sanson,,61,"173cm | 5'8""",58,1,58,,Ligue 1 Conforama,65,58,61,France,N\A,64,64,65,58,60,,75,,Normal,60,65,57,3,50,62,71,50,71,64,58,3,64
10193,68,2018-09-19,24 years old,70,67,High,64,67,Toronto FC,66,64,52,Med,41,,67,64,62,Right,Jay Chapman,,52,"183cm | 6'0""",41,1,68,,Major League Soccer,49,52,52,Canada,N\A,68,61,59,68,55,,64,,Normal,55,49,62,3,55,67,69,55,69,61,52,2,71
10194,87,2018-09-19,31 years old,48,60,Med,72,62,Toronto FC,59,50,21,Low,22,,62,50,63,Right,Tosaint Ricketts,,20,"183cm | 6'0""",22,1,62,,Major League Soccer,55,62,20,Canada,N\A,87,49,67,62,61,,72,,Normal,61,55,63,2,69,87,88,69,88,49,62,2,77
10195,78,2018-09-19,22 years old,47,59,High,67,56,Toronto FC,60,59,28,Low,25,,56,59,66,Left,Jordan Hamilton,,25,"183cm | 6'0""",25,1,67,,Major League Soccer,28,63,25,Canada,N\A,78,45,65,67,61,,67,,Normal,61,28,66,2,65,76,79,65,79,45,63,3,83
10196,69,2018-09-19,20 years old,59,67,Med,75,80,Wolverhampton Wanderers,54,65,69,Med,52,,80,65,54,Right,Connor Ronan,,55,"170cm | 5'7""",52,1,38,,Premier League,59,52,55,Republic of Ireland,N\A,69,66,68,38,58,,75,,Normal,58,59,54,3,33,73,45,33,45,66,52,3,67
10197,71,2018-09-19,22 years old,27,64,Med,39,41,SPAL,59,41,14,Med,29,71,41,41,5,Right,Gabriele Marchegiani,63,14,"183cm | 6'0""",29,,62,57,Serie A TIM,10,5,14,Italy,N\A,71,57,24,62,63,,39,64,Normal,63,10,5,1,14,29,62,14,62,57,5,2,78
10198,77,2018-09-19,24 years old,64,68,Med,69,65,Sport-Club Freiburg,58,56,40,Med,40,,65,56,60,Left,Florian Kath,,42,"185cm | 6'1""",40,1,60,,Bundesliga,62,58,42,Germany,N\A,77,58,59,60,56,,69,,Normal,56,62,60,3,48,76,54,48,54,58,58,3,78
10199,72,2018-09-19,23 years old,71,64,Med,70,74,LOSC Lille,62,39,40,Med,62,,74,39,50,Right,Youssouf Koné,,61,"174cm | 5'9""",62,1,66,,Ligue 1 Conforama,59,30,61,Mali,N\A,72,52,36,66,34,,70,,Normal,34,59,50,2,53,71,56,53,56,52,30,3,71
10200,67,2018-09-19,19 years old,65,49,Med,65,68,Club América,58,52,44,High,67,,68,52,45,Left,Carlos Vargas,,68,"176cm | 5'9""",67,1,65,,LIGA Bancomer MX,56,39,68,Mexico,N\A,67,54,59,65,46,,65,,Normal,46,56,45,2,65,69,71,65,71,54,39,3,76
10201,76,2018-09-19,31 years old,69,66,High,71,70,Seattle Sounders FC,62,61,51,High,54,,70,61,62,Right,Lamar Neagle,,51,"180cm | 5'11""",54,1,68,,Major League Soccer,58,62,51,United States,N\A,76,58,72,68,65,,71,,Normal,65,58,62,3,65,77,84,65,84,58,62,4,75
10202,69,2018-09-19,20 years old,66,61,Med,65,61,Aston Villa,65,55,33,Med,63,,61,55,39,Right,James Bree,,60,"178cm | 5'10""",63,1,64,,EFL Championship,63,38,60,England,N\A,69,57,54,64,40,,65,,Normal,40,63,39,2,55,70,61,55,61,57,38,2,74
10203,74,2018-09-19,26 years old,76,60,Med,74,60,Al Hilal,60,54,55,Med,62,,60,54,60,Left,Hassan Kadish Mahbub,,59,"179cm | 5'10""",62,1,74,,Saudi Professional League,65,30,59,Saudi Arabia,N\A,74,57,58,74,42,,74,,Normal,42,65,60,2,61,74,84,61,84,57,30,3,73
10204,64,2018-09-19,28 years old,26,64,Med,58,41,Cruz Azul,60,28,11,Med,38,64,41,28,12,Right,Guillermo Allison,66,23,"191cm | 6'3""",38,1,65,65,LIGA Bancomer MX,18,10,23,Mexico,N\A,64,65,14,65,66,,58,64,Normal,66,18,12,1,13,38,69,13,69,65,10,3,90
10205,49,2018-09-19,30 years old,67,63,Med,55,67,LA Galaxy,66,60,67,High,62,,67,60,55,Right,Servando Carrasco,,65,"180cm | 5'11""",62,1,70,,Major League Soccer,69,54,65,United States,N\A,49,64,65,70,57,,55,,Normal,57,69,55,2,53,47,68,53,68,64,54,3,75
10206,73,2018-09-19,24 years old,67,69,Med,62,66,Sunderland,62,66,58,Med,61,,66,66,59,Right,George Honeyman,,46,"173cm | 5'8""",61,1,65,,EFL League One,61,66,46,England,N\A,73,64,64,65,61,,62,,Normal,61,61,59,3,48,71,55,48,55,64,66,3,72
10207,74,2018-09-19,24 years old,87,63,High,71,74,Sunderland,58,64,52,High,63,,74,64,55,Right,Luke O'Nien,,60,"174cm | 5'9""",63,1,70,,EFL League One,57,57,60,England,N\A,74,63,58,70,58,,71,,Normal,58,57,55,2,64,73,64,64,64,63,57,4,74
10208,69,2018-09-19,24 years old,74,63,Med,69,66,FC Utrecht,64,58,42,Med,29,,66,58,65,Right,Lukas Görtler,,17,"185cm | 6'1""",29,1,66,,Eredivisie,57,61,17,Germany,N\A,69,58,61,66,60,,69,,Normal,60,57,65,2,60,69,75,60,75,58,61,3,82
10209,63,2018-09-19,20 years old,46,64,Med,60,68,Rayo Vallecano,61,63,38,Low,44,,68,63,64,Left,Jonathan Montiel Caballero,,38,"173cm | 5'8""",44,1,44,,LaLiga Santander,39,60,38,Spain,N\A,63,58,40,44,54,,60,,Normal,54,39,64,3,45,65,46,45,46,58,60,2,67
10210,81,2018-09-19,19 years old,68,69,Med,78,69,Leeds United,58,61,42,Med,25,,69,61,63,Right,Tyler Roberts,,21,"180cm | 5'11""",25,1,59,,EFL Championship,58,66,21,Wales,N\A,81,55,58,59,63,,78,,Normal,63,58,63,3,57,77,60,57,60,55,66,3,75
10211,79,2018-09-19,24 years old,78,65,High,64,59,Leeds United,53,59,42,High,25,,59,59,64,Right,Caleb Ekuban,,29,"180cm | 5'11""",25,,77,,EFL Championship,40,62,29,Italy,N\A,79,53,64,77,60,,64,,Normal,60,40,64,3,60,81,80,60,80,53,62,3,80
10212,74,2018-09-19,21 years old,72,57,Med,68,63,FC Ingolstadt 04,59,30,32,Med,65,,63,30,55,Right,Frederic Ananou,,63,"183cm | 6'0""",65,1,70,,Bundesliga 2,58,30,63,Germany,N\A,74,46,45,70,38,,68,,Normal,38,58,55,2,65,76,77,65,77,46,30,2,78
10213,73,2018-09-19,31 years old,55,66,High,81,86,Impact Montréal,63,56,54,Med,28,,86,56,66,Right,Quincy Amarikwa,,23,"175cm | 5'9""",28,1,68,,Major League Soccer,54,62,23,United States,N\A,73,54,67,68,62,,81,,Normal,62,54,66,3,59,69,62,59,62,54,62,3,81
10214,71,2018-09-19,33 years old,61,62,Med,66,66,Impact Montréal,63,57,48,Med,27,,66,57,65,Right,Matteo Mancosu,,20,"178cm | 5'10""",27,1,63,,Major League Soccer,51,66,20,Italy,N\A,71,51,70,63,66,,66,,Normal,66,51,65,2,60,74,76,60,76,51,66,3,75
10215,76,2018-09-19,27 years old,73,60,Med,68,74,Impact Montréal,60,57,33,High,62,,74,57,56,Right,Chris Duvall,,60,"178cm | 5'10""",62,1,70,,Major League Soccer,62,34,60,United States,N\A,76,59,62,70,44,,68,,Normal,44,62,56,2,55,74,69,55,69,59,34,2,72
10216,75,2018-09-19,24 years old,72,40,Low,48,48,Impact Montréal,55,29,29,High,60,,48,29,34,Right,Kyle Fisher,,55,"183cm | 6'0""",60,1,80,,Major League Soccer,34,24,55,United States,N\A,75,41,32,80,27,,48,,Normal,27,34,34,2,66,72,84,66,84,41,24,2,78
10217,78,2018-09-19,25 years old,55,57,Med,57,61,Impact Montréal,56,57,30,Low,29,,61,57,66,Right,Anthony Jackson-Hamel,,18,"185cm | 6'1""",29,1,69,,Major League Soccer,29,65,18,Canada,N\A,78,46,70,69,63,,57,,Normal,63,29,66,3,65,75,73,65,73,46,65,2,85
10218,79,2018-09-19,21 years old,66,66,Med,77,78,Columbus Crew SC,57,60,57,Med,46,,78,60,59,Right,Cristian Martinez,,42,"170cm | 5'7""",46,1,62,,Major League Soccer,60,57,42,Panama,N\A,79,60,63,62,59,,77,,Normal,59,60,59,2,57,81,60,57,60,60,57,5,79
10219,67,2018-09-19,25 years old,45,66,Med,38,29,Columbus Crew SC,53,14,9,Med,58,67,29,14,14,Right,Jon Kempin,65,22,"185cm | 6'1""",58,1,64,68,Major League Soccer,15,12,22,United States,N\A,67,68,22,64,65,,38,66,Normal,65,15,14,1,19,58,68,19,68,68,12,2,77
10220,66,2018-09-19,23 years old,79,65,High,74,65,Norwich City,60,63,46,High,64,,65,63,56,Right,Louis Thompson,,62,"180cm | 5'11""",64,1,71,,EFL Championship,58,48,62,Wales,N\A,66,63,53,71,50,,74,,Normal,50,58,56,3,49,68,61,49,61,63,48,3,75
10221,63,2018-09-19,25 years old,73,61,Med,56,71,Sheffield Wednesday,64,43,29,Med,64,,71,43,47,Left,Morgan Fox,,63,"185cm | 6'1""",64,1,69,,EFL Championship,64,39,63,Wales,N\A,63,54,59,69,43,,56,,Normal,43,64,47,2,60,66,79,60,79,54,39,3,78
10222,65,2018-09-19,23 years old,39,70,Med,35,66,Sheffield Wednesday,54,23,9,Med,49,65,66,23,8,Right,Cameron Dawson,66,17,"193cm | 6'4""",49,1,60,60,EFL Championship,20,8,17,England,N\A,65,60,23,60,66,,35,70,Normal,66,20,8,1,18,49,60,18,60,60,8,3,69
10223,66,2018-09-19,22 years old,35,68,Med,39,65,Birmingham City,56,37,20,Med,47,66,65,37,12,Right,Connal Trueman,64,23,"186cm | 6'1""",47,1,63,61,EFL Championship,18,15,23,England,N\A,66,61,19,63,64,,39,68,Normal,64,18,12,1,23,47,55,23,55,61,15,3,75
10224,86,2018-09-19,25 years old,69,63,Med,74,71,Birmingham City,62,54,27,Med,38,,71,54,64,Right,Isaac Vassell,,42,"175cm | 5'9""",38,1,71,,EFL Championship,54,65,42,England,N\A,86,52,64,71,62,,74,,Normal,62,54,64,2,54,87,72,54,72,52,65,2,71
10225,79,2018-09-19,22 years old,65,64,Med,73,65,Birmingham City,62,60,35,Med,61,,65,60,60,Right,Josh Cogley,,61,"174cm | 5'9""",61,1,63,,EFL Championship,62,45,61,England,N\A,79,59,59,63,50,,73,,Normal,50,62,60,2,55,80,73,55,73,59,45,3,68
10226,78,2018-09-19,30 years old,69,67,Med,80,76,Alanyaspor,63,54,39,Med,58,,76,54,65,Right,Cenk Ahmet Alkiliç,,51,"177cm | 5'10""",58,1,65,,Süper Lig,62,58,51,Turkey,N\A,78,56,71,65,60,,80,,Normal,60,62,65,3,57,79,57,57,57,56,58,3,62
10227,68,2018-09-19,22 years old,38,67,Med,69,54,Panathinaikos FC,60,43,17,Med,52,68,54,43,18,Right,Konstantinos Kotsaris,62,11,"185cm | 6'1""",52,1,63,60,Hellas Liga,17,18,11,Greece,N\A,68,60,46,63,62,,69,67,Normal,62,17,18,1,20,52,77,20,77,60,18,3,81
10228,58,2018-09-19,25 years old,49,48,Med,55,47,Vancouver Whitecaps FC,53,47,40,Med,62,,47,47,32,Right,Doneil Henry,,62,"188cm | 6'2""",62,1,71,,Major League Soccer,43,36,62,Canada,N\A,58,49,65,71,44,,55,,Normal,44,43,32,2,67,62,80,67,80,49,36,2,82
10229,70,2018-09-19,28 years old,69,67,High,79,57,Vancouver Whitecaps FC,61,62,64,Med,59,,57,62,64,Left,Brek Shea,,63,"191cm | 6'3""",59,1,73,,Major League Soccer,59,62,63,United States,N\A,70,62,80,73,65,,79,,Normal,65,59,64,3,66,67,64,66,64,62,62,2,86
10230,63,2018-09-19,26 years old,49,71,High,84,84,Vancouver Whitecaps FC,64,63,72,Low,35,,84,63,63,Right,Nicolás Mezquida,,38,"168cm | 5'6""",35,1,46,,Major League Soccer,59,55,38,Uruguay,N\A,63,61,67,46,60,,84,,Normal,60,59,63,3,55,72,44,55,44,61,55,3,68
10231,73,2018-09-19,24 years old,71,63,Med,72,77,SV Darmstadt 98,58,59,43,High,62,,77,59,52,Right,Romuald Lacazette,,64,"175cm | 5'9""",62,1,75,,Bundesliga 2,49,52,64,France,N\A,73,59,69,75,54,,72,,Normal,54,49,52,2,75,74,90,75,90,59,52,3,73
10232,81,2018-09-19,22 years old,54,67,High,74,65,Derby County,63,56,56,Med,40,,65,56,60,Right,Mason Bennett,,46,"178cm | 5'10""",40,1,68,,EFL Championship,58,60,46,England,N\A,81,56,62,68,60,,74,,Normal,60,58,60,3,62,87,82,62,82,56,60,3,64
10233,69,2018-09-19,21 years old,61,60,Med,66,67,Derby County,64,59,38,Med,64,,67,59,55,Left,Max Lowe,,67,"175cm | 5'9""",64,1,63,,EFL Championship,59,41,67,England,N\A,69,60,49,63,43,,66,,Normal,43,59,55,2,62,69,71,62,71,60,41,2,74
10234,75,2018-09-19,21 years old,57,68,High,86,70,R. Sporting,51,48,32,Med,24,,70,48,56,Right,Neftali Manzambi,,13,"179cm | 5'10""",24,1,65,,LaLiga 1 I 2 I 3,32,65,13,Switzerland,N\A,75,48,64,65,62,,86,,Normal,62,32,56,3,63,73,75,63,75,48,65,5,82
10235,75,2018-09-19,27 years old,61,70,Med,71,81,Kaizer Chiefs,58,64,42,Med,40,,81,64,56,Right,Hendrick Ekstein,,27,"174cm | 5'9""",40,1,44,,South African FL,58,50,27,South Africa,N\A,75,60,61,44,54,,71,,Normal,54,58,56,3,33,76,44,33,44,60,50,4,65
10236,77,2018-09-19,29 years old,70,66,Med,58,68,Kaizer Chiefs,49,56,46,Med,63,,68,56,54,Right,Kgotso Moleko,,60,"181cm | 5'11""",63,1,57,,South African FL,61,51,60,South Africa,N\A,77,60,49,57,49,,58,,Normal,49,61,54,3,48,78,45,48,45,60,51,2,76
10237,54,2018-09-19,22 years old,66,58,Med,61,57,Junior FC,60,39,26,Med,62,,57,39,35,Right,Jefferson Gómez,,63,"183cm | 6'0""",62,1,74,,Liga Dimayor,25,18,63,Colombia,N\A,54,42,51,74,30,,61,,Normal,30,25,35,2,59,52,74,59,74,42,18,3,78
10238,66,2018-09-19,24 years old,28,67,Med,39,54,Stade Malherbe Caen,68,14,13,Med,43,66,54,14,11,Left,Brice Samba,62,18,"186cm | 6'1""",43,1,61,57,Ligue 1 Conforama,10,9,18,Congo,N\A,66,57,21,61,62,,39,67,Normal,62,10,11,1,15,43,57,15,57,57,9,3,79
10239,67,2018-09-19,21 years old,74,65,High,66,57,KRC Genk,62,67,63,Med,63,,57,67,60,Right,Jakub Piotrowski,,64,"188cm | 6'2""",63,1,74,,Belgium Pro League,49,60,64,Poland,N\A,67,60,72,74,62,,66,,Normal,62,49,60,3,63,68,65,63,65,60,60,4,80
10240,77,2018-09-19,23 years old,62,69,Med,74,65,Royal Antwerp FC,62,59,59,Med,37,,65,59,44,Right,Reda Jaadi,,32,"183cm | 6'0""",37,1,58,,Belgium Pro League,64,59,32,Belgium,N\A,77,63,72,58,63,,74,,Normal,63,64,44,3,40,78,72,40,72,63,59,4,69
10241,83,2018-09-19,22 years old,72,67,Med,69,48,Royal Antwerp FC,48,38,68,Low,39,,48,38,65,Right,Didier Lamkel Ze,,38,"192cm | 6'4""",39,1,68,,Belgium Pro League,58,68,38,Cameroon,N\A,83,57,58,68,62,,69,,Normal,62,58,65,3,69,81,67,69,67,57,68,2,78
10242,42,2018-09-19,31 years old,70,60,Med,52,67,Santos Laguna,67,63,62,Med,61,,67,63,47,Right,Alejandro Castro,,64,"176cm | 5'9""",61,1,71,,LIGA Bancomer MX,63,37,64,Mexico,N\A,42,64,69,71,49,,52,,Normal,49,63,47,2,60,47,73,60,73,64,37,3,67
10243,74,2018-09-19,27 years old,67,66,Med,58,60,Chicago Fire Soccer Club,64,58,41,High,54,,60,58,68,Right,Luis Solignac,,59,"184cm | 6'0""",54,1,72,,Major League Soccer,57,63,59,Argentina,N\A,74,56,64,72,62,,58,,Normal,62,57,68,3,65,73,72,65,72,56,63,3,78
10244,47,2018-09-19,25 years old,66,37,Med,43,44,Chicago Fire Soccer Club,58,33,26,High,64,,44,33,26,Right,Jonathan Campbell,,63,"188cm | 6'2""",64,1,73,,Major League Soccer,41,22,63,United States,N\A,47,49,34,73,25,,43,,Normal,25,41,26,2,62,54,71,62,71,49,22,3,85
10245,35,2018-09-19,37 years old,34,57,High,55,37,Chicago Fire Soccer Club,65,64,48,Med,44,,37,64,69,Right,Alan Gordon,,35,"191cm | 6'3""",44,1,72,,Major League Soccer,34,64,35,United States,N\A,35,55,69,72,63,,55,,Normal,63,34,69,2,77,42,82,77,82,55,64,2,86
10246,73,2018-09-19,28 years old,72,69,Med,84,69,AIK,64,67,62,Med,35,,69,67,65,Right,Stefan Silva,,29,"181cm | 5'11""",35,1,59,,Allsvenskan,62,67,29,Sweden,N\A,73,61,59,59,64,,84,,Normal,64,62,65,3,55,77,53,55,53,61,67,4,74
10247,35,2018-09-19,25 years old,72,41,Low,39,48,Aberdeen,53,34,30,Med,64,,48,34,25,Right,Mikey Devlin,,59,"188cm | 6'2""",64,1,78,,Scottish Premiership,28,23,59,Scotland,N\A,35,37,41,78,28,,39,,Normal,28,28,25,2,63,37,76,63,76,37,23,3,79
10248,73,2018-09-19,26 years old,60,46,Low,38,48,New York City FC,64,32,28,High,64,,48,32,20,Right,Sebastien Ibeagha,,55,"188cm | 6'2""",64,1,69,,Major League Soccer,24,22,55,Nigeria,N\A,73,43,39,69,26,,38,,Normal,26,24,20,2,63,73,67,63,67,43,22,3,85
10249,85,2018-09-19,27 years old,65,67,High,77,69,Al Ittihad,56,53,53,Low,19,,69,53,61,Right,Ali Ahmed Al Zaqan,,17,"178cm | 5'10""",19,1,63,,Saudi Professional League,57,67,17,Saudi Arabia,N\A,85,56,64,63,63,,77,,Normal,63,57,61,3,55,86,78,55,78,56,67,3,71
10250,65,2018-09-19,28 years old,39,64,Med,58,46,Melbourne City,61,62,14,Med,58,65,46,62,15,Right,Dean Bouzanis,62,25,"185cm | 6'1""",58,1,64,66,Hyundai A-League,13,14,25,Australia,N\A,65,66,14,64,62,,58,64,Normal,62,13,15,1,13,58,67,13,67,66,14,3,84
10251,71,2018-09-19,26 years old,77,63,Med,71,78,Melbourne City,60,66,53,Med,59,,78,66,62,Right,Anthony Caceres,,61,"173cm | 5'8""",59,1,68,,Hyundai A-League,63,56,61,Australia,N\A,71,64,67,68,60,,71,,Normal,60,63,62,3,55,72,73,55,73,64,56,4,67
10252,66,2018-09-19,27 years old,32,69,Med,67,41,Melbourne City,57,33,11,Med,46,66,41,33,9,Right,Mark Birighitti,63,23,"189cm | 6'2""",46,1,64,64,Hyundai A-League,12,11,23,Australia,Transfers,66,64,19,64,63,,67,69,Normal,63,12,9,1,11,46,67,11,67,64,11,4,84
10253,76,2018-09-19,20 years old,72,69,Med,76,75,Melbourne City,62,64,55,Med,56,,75,64,60,Left,Riley McGree,,60,"178cm | 5'10""",56,1,66,,Hyundai A-League,53,57,60,Australia,N\A,76,61,56,66,54,,76,,Normal,54,53,60,3,48,76,58,48,58,61,57,3,72
10254,67,2018-09-19,30 years old,26,68,Med,37,40,Rosario Central,58,37,9,Med,33,67,40,37,17,Left,Josué Ayala,66,15,"184cm | 6'0""",33,1,58,65,SAF,11,11,15,Argentina,N\A,67,65,17,58,66,,37,68,Normal,66,11,17,1,10,33,58,10,58,65,11,2,85
10255,92,2018-09-19,21 years old,68,63,High,78,61,Nàstic,60,47,21,Med,58,,61,47,62,Right,Pol Valentín Sancho,,60,"180cm | 5'11""",58,1,62,,LaLiga 1 I 2 I 3,60,30,60,Spain,N\A,92,54,55,62,38,,78,,Normal,38,60,62,2,40,91,60,40,60,54,30,3,73
10256,73,2018-09-19,23 years old,60,75,Med,91,87,1. FC Nürnberg,64,63,48,Med,31,,87,63,69,Right,Federico Palacios Martínez,,24,"170cm | 5'7""",31,1,44,,Bundesliga,52,67,24,Spain,N\A,73,59,63,44,64,,91,,Normal,64,52,69,4,43,78,68,43,68,59,67,3,65
10257,58,2018-09-19,24 years old,69,59,Med,64,64,1. FC Nürnberg,62,54,32,High,65,,64,54,42,Right,Lukas Jäger,,67,"184cm | 6'0""",65,1,70,,Bundesliga,38,38,67,Austria,N\A,58,54,51,70,43,,64,,Normal,43,38,42,2,61,62,71,61,71,54,38,3,74
10258,73,2018-09-19,21 years old,64,68,Med,77,72,Middlesbrough,58,66,48,Low,31,,72,66,59,Right,Harry Chapman,,30,"172cm | 5'8""",31,1,58,,EFL Championship,61,56,30,England,N\A,73,61,56,58,57,,77,,Normal,57,61,59,3,45,76,59,45,59,61,56,3,70
10259,83,2018-09-19,22 years old,68,68,Med,66,60,Reading,54,48,49,Med,34,,60,48,65,Left,Yakou Meité,,35,"184cm | 6'0""",34,1,67,,EFL Championship,57,59,35,Côte d'Ivoire,N\A,83,53,68,67,61,,66,,Normal,61,57,65,3,50,76,56,50,56,53,59,3,82
10260,69,2018-09-19,22 years old,66,66,Med,78,75,Reading,64,62,44,Med,54,,75,62,57,Right,Pelle Clement,,51,"177cm | 5'10""",54,1,54,,EFL Championship,59,58,51,Holland,N\A,69,62,57,54,58,,78,,Normal,58,59,57,3,54,73,66,54,66,62,58,3,67
10261,69,2018-09-19,21 years old,78,64,High,78,79,1. FC Union Berlin,58,55,28,High,63,,79,55,57,Right,Julian Ryerson,,62,"183cm | 6'0""",63,1,74,,Bundesliga 2,61,54,62,Norway,N\A,69,58,59,74,55,,78,,Normal,55,61,57,2,57,69,82,57,82,58,54,3,82
10262,70,2018-09-19,33 years old,73,65,Low,67,64,Puebla,62,61,71,High,64,,64,61,55,Left,Daniel Arreola,,68,"181cm | 5'11""",64,1,67,,LIGA Bancomer MX,66,56,68,Mexico,N\A,70,64,73,67,63,,67,,Normal,63,66,55,3,50,69,63,50,63,64,56,3,72
10263,76,2018-09-19,21 years old,54,71,Med,73,65,Standard de Liège,61,56,28,Low,28,,65,56,56,Right,Ryan Mmaee,,24,"183cm | 6'0""",28,1,61,,Belgium Pro League,48,62,24,Belgium,N\A,76,52,60,61,59,,73,,Normal,59,48,56,3,65,78,77,65,77,52,62,3,79
