NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL,LOADDATE
Piotr Parzyszek,Piast Gliwice,Poland Ekstraklasa,ST,Silver,67,56,49,65,63,66,74,2019-11-25 22:25:43
Massadio Haïdara,Racing Club de Lens,France Ligue 2,LB,Silver,67,44,69,56,57,37,72,2019-11-25 22:25:43
Russell Teibert,Vancouver Whitecaps,USA Major League Soccer,CM,Silver,67,55,53,64,63,66,76,2019-11-25 22:25:43
Noë Dussenne,Standard Liège,Belgium Jupiler Pro League,CB,Silver,67,31,35,46,45,67,74,2019-11-25 22:25:43
Ryan Johnson Laursen,Odense Boldklub,Denmark Superliga,RWB,Silver,67,63,65,63,67,41,67,2019-11-25 22:25:43
Mathieu Deplagne,FC Cincinnati,USA Major League Soccer,RB,Silver,67,33,53,59,55,68,68,2019-11-25 22:25:43
Patrick McEleney,Dundalk FC,Rep. Ireland Airtricity League,CAM,Silver,67,54,48,45,51,68,66,2019-11-25 22:25:43
George Moncur,Luton Town,England EFL Championship,CM,Silver,67,56,61,65,68,61,67,2019-11-25 22:25:43
Salvatore D'Elia,Ascoli,Italy Serie B,LB,Silver,67,41,48,58,56,66,67,2019-11-25 22:25:43
Pardo,Extremadura UD,Spain Segunda A,CB,Silver,67,49,65,68,68,43,60,2019-11-25 22:25:43
Nicklas Helenius,Aarhus GF,Denmark Superliga,ST,Silver,67,32,46,62,52,65,70,2019-11-25 22:25:43
Nicolao Dumitru,Gaz Metan Mediaş,Romania Liga I,LM,Silver,67,41,69,58,59,33,74,2019-11-25 22:25:43
Sven Schipplock,Arminia Bielefeld,Germany 2. Bundesliga,ST,Silver,67,55,68,67,64,42,67,2019-11-25 22:25:43
Ali Crawford,Bolton Wanderers,England EFL League One,CM,Silver,67,48,26,46,43,66,63,2019-11-25 22:25:43
Josh Morris,Fleetwood Town,England EFL League One,LM,Silver,67,65,66,56,64,39,71,2019-11-25 22:25:43
Richard Smallwood,Blackburn Rovers,England EFL Championship,CDM,Silver,67,36,36,46,44,65,78,2019-11-25 22:25:43
Jonson Clarke-Harris,Bristol Rovers,England EFL League One,ST,Silver,67,64,41,60,60,64,73,2019-11-25 22:25:43
John Lundstram,Sheffield United,England Premier League,CM,Silver,67,71,64,66,70,30,55,2019-11-25 22:25:43
Nam Joon Jae,Jeju United,Korea K-League Classic,RM,Silver,67,66,43,59,65,66,67,2019-11-25 22:25:43
Maciej Makuszewski,Lech Poznań,Poland Ekstraklasa,RM,Silver,67,41,43,63,54,63,69,2019-11-25 22:25:43
Jason Lowe,Bolton Wanderers,England EFL League One,CDM,Silver,67,66,65,69,71,51,51,2019-11-25 22:25:43
Thilo Leugers,SV Meppen,Germany 3. Liga,CDM,Silver,67,42,36,45,38,65,71,2019-11-25 22:25:43
Mitchell te Vrede,Al Fateh,Saudi Dawry Jameel League,ST,Silver,67,56,55,59,65,69,70,2019-11-25 22:25:43
Jake Forster-Caskey,Charlton Athletic,England EFL Championship,CM,Silver,67,54,65,69,67,53,69,2019-11-25 22:25:43
Łukasz Gikiewicz,FCSB (Steaua),Romania Liga I,ST,Silver,67,61,62,61,63,64,72,2019-11-25 22:25:43
Marvin Potzmann,Rapid Wien,Austria Bundesliga,LB,Silver,67,68,61,64,68,62,66,2019-11-25 22:25:43
Jonas Knudsen,Malmö FF,Sweden Allsvenskan,CB,Silver,67,61,68,63,70,35,69,2019-11-25 22:25:43
Jesper Lauridsen,Esbjerg fB,Denmark Superliga,LB,Silver,67,38,60,69,67,59,69,2019-11-25 22:25:43
Santiago Gallucci,Central Córdoba,Argentina Primera División ,CDM,Silver,67,57,62,70,69,52,60,2019-11-25 22:25:43
Jens Cools,Eupen,Belgium Jupiler Pro League,CDM,Silver,67,56,37,50,54,66,71,2019-11-25 22:25:43
Ciprian Deac,CFR Cluj,Romania Liga I,RW,Silver,67,69,44,63,68,66,61,2019-11-25 22:25:43
Ricky Holmes,Sheffield United,England Premier League,LM,Silver,67,74,36,52,65,64,66,2019-11-25 22:25:43
Eder Borelli,FC Juárez,Mexico Liga MX,LB,Silver,67,59,50,63,68,56,66,2019-11-25 22:25:43
Michiel Jonckheere,Oostende,Belgium Jupiler Pro League,CM,Silver,67,79,60,59,71,44,67,2019-11-25 22:25:43
Riccardo Bocalon,Venezia,Italy Serie B,ST,Silver,67,80,58,62,68,36,52,2019-11-25 22:25:43
Kristoffer Barmen,SK Brann,Norway Eliteserien,CM,Silver,67,64,50,67,67,69,62,2019-11-25 22:25:43
Stefano Pettinari,Lecce,Italy Serie A,ST,Silver,67,55,28,41,44,65,75,2019-11-25 22:25:43
Saliou Ciss,AS Nancy,France Ligue 2,LB,Silver,67,64,66,63,71,39,38,2019-11-25 22:25:43
Joe Shaughnessy,Southend United,England EFL League One,CB,Silver,67,69,45,60,62,65,68,2019-11-25 22:25:43
Liam Palmer,Sheffield Wednesday,England EFL Championship,RB,Silver,67,68,65,54,66,20,63,2019-11-25 22:25:43
Ivan Franjić,Perth Glory,Australia Hyundai A-League,RWB,Silver,67,67,41,56,58,66,61,2019-11-25 22:25:43
André Calisir,IFK Göteborg,Sweden Allsvenskan,CB,Silver,67,63,45,63,63,62,62,2019-11-25 22:25:43
Luc Castaignos,Gyeongnam FC,Korea K-League Classic,ST,Silver,67,75,61,58,72,27,58,2019-11-25 22:25:43
Leandro Marín,Patronato,Argentina Primera División ,RB,Silver,67,78,60,61,69,31,56,2019-11-25 22:25:43
Mark van der Maarel,FC Utrecht,Holland Eredivisie,LB,Silver,67,80,60,61,72,31,47,2019-11-25 22:25:43
Simon Makienok,FC Utrecht,Holland Eredivisie,ST,Silver,67,70,35,56,55,66,71,2019-11-25 22:25:43
Jonathan Lacerda,FC Juárez,Mexico Liga MX,CB,Silver,67,63,58,63,67,44,41,2019-11-25 22:25:43
Eunan O'Kane,Leeds United,England EFL Championship,CDM,Silver,67,81,35,59,65,62,62,2019-11-25 22:25:43
Adam Straith,Hansa Rostock,Germany 3. Liga,CB,Silver,67,73,66,54,63,29,62,2019-11-25 22:25:43
Lars Vilsvik,Strømsgodset Toppfotball,Norway Eliteserien,RB,Silver,67,57,45,54,59,65,67,2019-11-25 22:25:43
Boniek García,Houston Dynamo,USA Major League Soccer,CM,Silver,67,79,49,57,60,64,64,2019-11-25 22:25:43
Hans Martínez,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,CB,Silver,67,67,49,62,64,67,71,2019-11-25 22:25:43
Jayden Stockley,Preston North End,England EFL Championship,ST,Silver,67,89,62,53,73,32,44,2019-11-25 22:25:43
Sam Winnall,Sheffield Wednesday,England EFL Championship,ST,Silver,67,73,66,59,77,31,44,2019-11-25 22:25:43
Kaan Kanak,Alanyaspor,Turkey Süper Lig,LB,Silver,67,76,65,52,68,35,62,2019-11-25 22:25:43
Tom Flanagan,Sunderland,England EFL League One,CB,Silver,67,69,34,54,62,68,67,2019-11-25 22:25:43
Romain Grange,La Berrichonne,France Ligue 2,RW,Silver,67,58,22,52,49,67,69,2019-11-25 22:25:43
Jonathan Tinhan,Grenoble Foot 38,France Ligue 2,ST,Silver,67,75,58,64,71,31,42,2019-11-25 22:25:43
Alper Uludağ,Atiker Konyaspor,Turkey Süper Lig,LB,Silver,67,89,39,59,67,60,63,2019-11-25 22:25:43
Dorian Lévêque,Le Mans FC,France Ligue 2,LB,Silver,67,32,66,66,64,64,81,2019-11-25 22:25:43
Aristidis Soiledis,FCSB (Steaua),Romania Liga I,LB,Silver,67,52,67,51,62,30,63,2019-11-25 22:25:43
Billy Kee,Accrington Stanley,England EFL League One,ST,Silver,67,74,56,62,68,41,47,2019-11-25 22:25:43
Bruno Monteiro,Tondela,Portugal Liga NOS,CM,Silver,67,76,65,62,64,28,49,2019-11-25 22:25:43
Christian Groß,Werder Bremen,Germany 1. Bundesliga,CB,Silver,67,64,40,56,60,65,70,2019-11-25 22:25:43
Zequinha,Vitória Setúbal,Portugal Liga NOS,RW,Silver,67,57,30,45,46,66,67,2019-11-25 22:25:43
Florin Berenguer,Melbourne City,Australia Hyundai A-League,LM,Silver,67,82,64,57,67,30,49,2019-11-25 22:25:43
Torgeir Børven,Odds Ballklubb,Norway Eliteserien,ST,Silver,67,77,61,56,66,60,67,2019-11-25 22:25:43
Romário,Kalmar FF,Sweden Allsvenskan,CM,Silver,67,76,66,49,63,21,53,2019-11-25 22:25:43
Thomas Schrammel,Sturm Graz,Austria Bundesliga,LB,Silver,67,82,63,52,72,32,56,2019-11-25 22:25:43
Patrick Schönfeld,SV Wehen Wiesbaden,Germany 2. Bundesliga,CM,Silver,67,58,60,64,69,35,59,2019-11-25 22:25:43
Giorgi Merebashvili,Wisła Płock,Poland Ekstraklasa,LM,Silver,67,72,27,54,61,65,62,2019-11-25 22:25:43
Nathan Thompson,Peterborough United,England EFL League One,RB,Silver,67,69,26,57,64,62,60,2019-11-25 22:25:43
Shane Ferguson,Millwall,England EFL Championship,LM,Silver,67,64,67,46,59,34,70,2019-11-25 22:25:43
Chris Shields,Dundalk FC,Rep. Ireland Airtricity League,CDM,Silver,67,75,39,60,64,62,67,2019-11-25 22:25:43
Gerrit Nauber,SV Sandhausen,Germany 2. Bundesliga,CB,Silver,67,64,37,54,49,64,71,2019-11-25 22:25:43
Paul Downing,Portsmouth,England EFL League One,CB,Silver,67,81,65,60,69,32,50,2019-11-25 22:25:43
Murray Davidson,St. Johnstone,Scotland Premiership,CM,Silver,67,66,51,63,60,59,67,2019-11-25 22:25:43
Viktor Lundberg,BK Häcken,Sweden Allsvenskan,ST,Silver,67,79,61,59,67,36,38,2019-11-25 22:25:43
Erik Friberg,BK Häcken,Sweden Allsvenskan,CM,Silver,67,45,23,35,34,64,74,2019-11-25 22:25:43
Hrvoje Milić,Crotone,Italy Serie B,LM,Silver,67,91,59,59,68,24,50,2019-11-25 22:25:43
Abdulmalek Al Khaibari,Al Shabab,Saudi Dawry Jameel League,CDM,Silver,67,64,25,52,56,65,64,2019-11-25 22:25:43
Hassan Muath,Al Shabab,Saudi Dawry Jameel League,RB,Silver,67,61,27,38,52,64,71,2019-11-25 22:25:43
Taishi Taguchi,Júbilo Iwata,Japan J1 League,CM,Silver,67,65,26,50,58,66,69,2019-11-25 22:25:43
Shu Kurata,Gamba Osaka,Japan J1 League,LM,Silver,67,70,54,62,65,25,53,2019-11-25 22:25:43
Robert Lundström,AIK,Sweden Allsvenskan,RWB,Silver,67,58,35,56,51,64,72,2019-11-25 22:25:43
Tom Aldred,Brisbane Roar,Australia Hyundai A-League,CB,Silver,67,68,65,59,66,33,72,2019-11-25 22:25:43
Elio Castro,FC Juárez,Mexico Liga MX,CB,Silver,67,88,56,60,67,35,45,2019-11-25 22:25:43
Michael Smith,Rotherham United,England EFL League One,ST,Silver,67,78,54,61,70,33,51,2019-11-25 22:25:43
Laurens De Bock,Leeds United,England EFL Championship,LB,Silver,67,64,62,65,67,41,52,2019-11-25 22:25:43
Chris Pontius,Los Angeles Galaxy,USA Major League Soccer,RM,Silver,67,57,41,58,58,67,65,2019-11-25 22:25:43
Nicolás Gorobsov,FC Voluntari,Romania Liga I,CAM,Silver,67,80,55,61,69,30,44,2019-11-25 22:25:43
Adaílton,Júbilo Iwata,Japan J1 League,ST,Silver,67,82,61,59,64,39,66,2019-11-25 22:25:43
Michał Janota,Al Fateh,Saudi Dawry Jameel League,CAM,Silver,67,84,55,59,72,36,52,2019-11-25 22:25:43
Hugo Fraile,CF Fuenlabrada,Spain Segunda A,RM,Silver,67,66,33,38,42,66,71,2019-11-25 22:25:43
Lamine Gassama,Göztepe,Turkey Süper Lig,RB,Silver,67,79,64,50,68,28,67,2019-11-25 22:25:43
Craig Noone,Melbourne City,Australia Hyundai A-League,RM,Silver,67,64,39,43,45,65,72,2019-11-25 22:25:43
Francesco Di Tacchio,Salernitana,Italy Serie B,CM,Silver,67,88,51,56,73,26,44,2019-11-25 22:25:43
Zdeněk Ondrášek,FC Dallas,USA Major League Soccer,ST,Silver,67,73,33,37,45,69,69,2019-11-25 22:25:43
Dylan Gissi,Atlético Tucumán,Argentina Primera División ,CB,Silver,67,70,35,56,61,65,70,2019-11-25 22:25:43
Simen Wangberg,Tromsø IL,Norway Eliteserien,CB,Silver,67,74,64,61,65,50,60,2019-11-25 22:25:43
Robin Söder,IFK Göteborg,Sweden Allsvenskan,ST,Silver,67,72,59,67,68,26,40,2019-11-25 22:25:43
Sandaza,AD Alcorcón,Spain Segunda A,ST,Silver,67,88,56,60,69,32,55,2019-11-25 22:25:43
Atdhe Nuhiu,Sheffield Wednesday,England EFL Championship,ST,Silver,67,61,34,47,43,67,68,2019-11-25 22:25:43
Marcin Pietrowski,Piast Gliwice,Poland Ekstraklasa,RB,Silver,67,53,65,50,61,22,67,2019-11-25 22:25:43
Ole Kittner,Preußen Münster,Germany 3. Liga,CB,Silver,67,80,55,62,67,62,58,2019-11-25 22:25:43
Karim Yoda,Racing de Santander,Spain Segunda A,RM,Silver,67,71,66,56,69,19,53,2019-11-25 22:25:43
Emir Kujović,Djurgårdens IF,Sweden Allsvenskan,ST,Silver,67,71,52,59,66,62,64,2019-11-25 22:25:43
George Corral,Gallos Blancos de Querétaro,Mexico Liga MX,RB,Silver,67,65,57,58,69,58,68,2019-11-25 22:25:43
Eduardo Neto,Nagoya Grampus,Japan J1 League,CDM,Silver,67,82,53,56,65,52,71,2019-11-25 22:25:43
Israel Jiménez,FC Juárez,Mexico Liga MX,RB,Silver,67,63,62,62,65,24,46,2019-11-25 22:25:43
Gu Cao,Henan Jianye,China Super League,CB,Silver,67,80,55,59,73,33,39,2019-11-25 22:25:43
Shea Salinas,San Jose Earthquakes,USA Major League Soccer,LM,Silver,67,65,41,60,59,64,72,2019-11-25 22:25:43
Fabián Monzón,Atlético Tucumán,Argentina Primera División ,LB,Silver,67,65,38,42,51,67,64,2019-11-25 22:25:43
Ched Evans,Fleetwood Town,England EFL League One,ST,Silver,67,58,34,53,59,65,64,2019-11-25 22:25:43
Tommy Høiland,Viking FK,Norway Eliteserien,ST,Silver,67,67,56,61,63,65,62,2019-11-25 22:25:43
Assani Lukimya,KFC Uerdingen 05,Germany 3. Liga,CB,Silver,67,72,51,64,67,63,72,2019-11-25 22:25:43
Chris Martin,Derby County,England EFL Championship,ST,Silver,67,73,62,63,66,38,53,2019-11-25 22:25:43
Jan-Philipp Kalla,FC St. Pauli,Germany 2. Bundesliga,RB,Silver,67,87,48,58,65,59,68,2019-11-25 22:25:43
Joachim Thomassen,Sarpsborg 08 FF,Norway Eliteserien,LB,Silver,67,81,58,58,67,30,41,2019-11-25 22:25:43
Mario de Luna,Atlético de San Luis,Mexico Liga MX,CB,Silver,67,57,49,51,52,63,78,2019-11-25 22:25:43
Konstantin Engel,VfL Osnabrück,Germany 2. Bundesliga,LB,Silver,67,71,58,65,65,63,71,2019-11-25 22:25:43
Sébastien Wüthrich,Servette FC,Switzerland Super League,CAM,Silver,67,82,45,56,66,62,60,2019-11-25 22:25:43
Tom Elliott,Millwall,England EFL Championship,ST,Silver,67,61,65,52,63,34,67,2019-11-25 22:25:43
Jonatan Tollås Nation,Vålerenga,Norway Eliteserien,CB,Silver,67,71,59,63,66,61,72,2019-11-25 22:25:43
Muhamed Keita,Strømsgodset Toppfotball,Norway Eliteserien,LM,Silver,67,70,35,45,46,65,72,2019-11-25 22:25:43
Krystian Pearce,Mansfield Town,England EFL League Two,CB,Silver,67,86,67,53,61,29,66,2019-11-25 22:25:43
Kieran Agard,Milton Keynes Dons,England EFL League One,ST,Silver,67,56,34,42,45,67,67,2019-11-25 22:25:43
Erling Knudtzon,Molde FK,Norway Eliteserien,LM,Silver,67,71,58,64,64,64,59,2019-11-25 22:25:43
Zheng Long,Dalian Yifang,China Super League,LW,Silver,67,79,58,61,71,32,55,2019-11-25 22:25:43
Qin Sheng,Dalian Yifang,China Super League,CDM,Silver,67,67,68,53,62,31,60,2019-11-25 22:25:43
François Bellugou,AJ Auxerre,France Ligue 2,CB,Silver,67,83,64,56,66,29,67,2019-11-25 22:25:43
Andreas Landgren,Helsingborgs IF,Sweden Allsvenskan,CDM,Silver,67,58,38,43,47,65,71,2019-11-25 22:25:43
Pierre Bengtsson,FC København,Denmark Superliga,LB,Silver,67,68,55,61,66,59,70,2019-11-25 22:25:43
Nordin Gerzić,Örebro SK,Sweden Allsvenskan,CM,Silver,67,63,48,58,54,62,72,2019-11-25 22:25:43
Leigh Broxham,Melbourne Victory,Australia Hyundai A-League,CB,Silver,67,76,63,62,68,56,62,2019-11-25 22:25:43
Iriome,CD Lugo,Spain Segunda A,RM,Silver,67,72,30,52,60,67,63,2019-11-25 22:25:43
José Joaquín Martínez,Monarcas Morelia,Mexico Liga MX,RB,Silver,67,80,64,61,69,35,62,2019-11-25 22:25:43
Amin Nouri,Vålerenga,Norway Eliteserien,RB,Silver,67,69,65,56,62,34,72,2019-11-25 22:25:43
Scott Jamieson,Melbourne City,Australia Hyundai A-League,LB,Silver,67,58,68,57,61,31,67,2019-11-25 22:25:43
Antonio Piccolo,Cremonese,Italy Serie B,CF,Silver,67,75,56,62,64,61,67,2019-11-25 22:25:43
Kees Luijckx,SønderjyskE,Denmark Superliga,CB,Silver,67,76,63,51,65,48,68,2019-11-25 22:25:43
Luigi Alberto Scaglia,Parma,Italy Serie A,LB,Silver,67,88,56,61,68,31,49,2019-11-25 22:25:43
Moreno Costanzo,FC St. Gallen,Switzerland Super League,CM,Silver,67,70,65,55,66,31,61,2019-11-25 22:25:43
Stephan Fürstner,Eintracht Braunschweig,Germany 3. Liga,CDM,Silver,67,65,61,61,66,58,63,2019-11-25 22:25:43
Gary Roberts,Wigan Athletic,England EFL Championship,CAM,Silver,67,78,47,56,65,63,63,2019-11-25 22:25:43
Robert Strauß,1. FC Heidenheim,Germany 2. Bundesliga,RB,Silver,67,90,61,59,65,60,63,2019-11-25 22:25:43
Cristián Canío,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,CAM,Silver,67,62,25,39,40,66,69,2019-11-25 22:25:43
Scott Sutter,Vancouver Whitecaps,USA Major League Soccer,RB,Silver,67,60,45,57,61,63,68,2019-11-25 22:25:43
David Ferreira,Unión Magdalena,Colombia Liga Aguila,CAM,Silver,67,68,32,46,44,65,71,2019-11-25 22:25:43
John Mousinho,Oxford United,England EFL League One,CDM,Silver,67,53,37,44,49,64,70,2019-11-25 22:25:43
Krzysztof Mączyński,Śląsk Wrocław,Poland Ekstraklasa,CDM,Silver,67,71,66,52,65,23,64,2019-11-25 22:25:43
Lucas Akins,Burton Albion,England EFL League One,ST,Silver,67,54,53,59,57,62,77,2019-11-25 22:25:43
Sam Baldock,Reading,England EFL Championship,ST,Silver,67,76,66,53,62,26,66,2019-11-25 22:25:43
Neal Eardley,Lincoln City,England EFL League One,RB,Silver,67,68,30,55,63,65,66,2019-11-25 22:25:43
Stephen Quinn,Burton Albion,England EFL League One,CDM,Silver,67,68,29,45,40,68,68,2019-11-25 22:25:43
Kyle McFadzean,Coventry City,England EFL League One,CB,Silver,67,62,39,44,47,64,67,2019-11-25 22:25:43
Yasuyuki Konno,Júbilo Iwata,Japan J1 League,CDM,Silver,67,72,32,51,52,64,70,2019-11-25 22:25:43
Rodrigo López,Tiburones Rojos de Veracruz,Mexico Liga MX,CM,Silver,67,77,58,61,69,48,58,2019-11-25 22:25:43
Brett Pitman,Portsmouth,England EFL League One,ST,Silver,67,75,66,48,64,19,62,2019-11-25 22:25:43
Michael Lumb,AC Horsens,Denmark Superliga,LB,Silver,67,67,47,59,65,62,76,2019-11-25 22:25:43
Romano Perticone,Salernitana,Italy Serie B,CB,Silver,67,56,46,62,63,63,61,2019-11-25 22:25:43
Alan Lithgow,Livingston,Scotland Premiership,CB,Silver,67,74,59,60,69,60,74,2019-11-25 22:25:43
Sebastian Schuppan,Würzburger Kickers,Germany 3. Liga,CB,Silver,67,57,49,58,63,64,63,2019-11-25 22:25:43
Jonathan Parr,Strømsgodset Toppfotball,Norway Eliteserien,LB,Silver,67,71,49,61,68,62,72,2019-11-25 22:25:43
Federico Piovaccari,Rayo Vallecano,Spain Segunda A,ST,Silver,67,76,65,59,70,46,58,2019-11-25 22:25:43
Marvin Compper,MSV Duisburg,Germany 3. Liga,CB,Silver,67,69,56,69,66,57,48,2019-11-25 22:25:43
Jarosław Fojut,Wisła Płock,Poland Ekstraklasa,CB,Silver,67,73,65,69,63,34,48,2019-11-25 22:25:43
Chris Maguire,Sunderland,England EFL League One,LM,Silver,67,69,57,67,67,58,64,2019-11-25 22:25:43
Derrick Etienne Jr.,FC Cincinnati,USA Major League Soccer,LW,Silver,67,73,52,65,66,61,68,2019-11-25 22:25:43
Themistoklis Tzimopoulos,Korona Kielce,Poland Ekstraklasa,CB,Silver,67,72,31,54,63,66,63,2019-11-25 22:25:43
Michele Troiano,Ascoli,Italy Serie B,CM,Silver,67,91,56,54,71,32,56,2019-11-25 22:25:43
James Vaughan,Bradford City,England EFL League Two,ST,Silver,67,77,60,61,67,42,48,2019-11-25 22:25:43
Russell Martin,Milton Keynes Dons,England EFL League One,CB,Silver,67,84,64,44,63,24,61,2019-11-25 22:25:43
Scott Cuthbert,Stevenage,England EFL League Two,CB,Silver,67,58,56,65,67,57,56,2019-11-25 22:25:43
Michael Jakobsen,Adelaide United,Australia Hyundai A-League,CB,Silver,67,55,55,57,63,63,63,2019-11-25 22:25:43
Liam Ridgewell,Southend United,England EFL League One,CB,Silver,67,67,33,56,59,65,62,2019-11-25 22:25:43
Luca Pagliarulo,Trapani,Italy Serie B,CB,Silver,67,68,66,56,69,19,53,2019-11-25 22:25:43
Abraham González,Tiburones Rojos de Veracruz,Mexico Liga MX,CDM,Silver,67,76,42,53,64,63,69,2019-11-25 22:25:43
Erwin Hoffer,Admira Wacker,Austria Bundesliga,ST,Silver,67,58,39,60,59,64,70,2019-11-25 22:25:43
Gerardo Rodríguez,Puebla,Mexico Liga MX,LB,Silver,67,81,60,58,65,33,63,2019-11-25 22:25:43
Felice Evacuo,Trapani,Italy Serie B,ST,Silver,67,57,49,60,58,66,78,2019-11-25 22:25:43
Pablo Álvarez,Arsenal de Sarandí,Argentina Primera División ,LB,Silver,67,66,56,62,69,65,67,2019-11-25 22:25:43
Richard Wood,Rotherham United,England EFL League One,CB,Silver,67,65,65,45,62,31,70,2019-11-25 22:25:43
Scott McDonald,Western United FC,Australia Hyundai A-League,ST,Silver,67,66,60,63,69,44,42,2019-11-25 22:25:43
Steven De Petter,Sint-Truiden,Belgium Jupiler Pro League,CB,Silver,67,73,34,55,63,66,57,2019-11-25 22:25:43
Felipe Saad,Paris FC,France Ligue 2,CB,Silver,67,60,31,46,40,64,76,2019-11-25 22:25:43
Jone Samuelsen,Odds Ballklubb,Norway Eliteserien,CM,Silver,67,75,34,49,64,65,62,2019-11-25 22:25:43
Philipp Netzer,SCR Altach,Austria Bundesliga,CB,Silver,67,68,67,48,64,29,51,2019-11-25 22:25:43
James Coppinger,Doncaster Rovers,England EFL League One,CAM,Silver,67,75,64,48,64,30,66,2019-11-25 22:25:43
Markus Halsti,Esbjerg fB,Denmark Superliga,CB,Silver,67,73,65,61,67,31,57,2019-11-25 22:25:43
Daryl Murphy,Bolton Wanderers,England EFL League One,ST,Silver,67,72,59,63,67,31,53,2019-11-25 22:25:43
Andrei Cristea,Politehnica Iaşi,Romania Liga I,ST,Silver,67,70,46,60,65,65,64,2019-11-25 22:25:43
Iñaki Astiz,Legia Warszawa,Poland Ekstraklasa,CB,Silver,67,85,52,62,67,29,44,2019-11-25 22:25:43
David Barral,Racing de Santander,Spain Segunda A,ST,Silver,67,66,30,56,50,65,69,2019-11-25 22:25:43
Freire,Shonan Bellmare,Japan J1 League,CB,Silver,67,70,59,60,72,20,50,2019-11-25 22:25:43
Juande,Perth Glory,Australia Hyundai A-League,CDM,Silver,67,57,52,65,66,53,58,2019-11-25 22:25:43
Serdar Özkan,Antalyaspor,Turkey Süper Lig,LM,Silver,67,77,62,64,68,30,60,2019-11-25 22:25:43
Ferhat Öztorun,Atiker Konyaspor,Turkey Süper Lig,LB,Silver,67,81,57,58,68,34,58,2019-11-25 22:25:43
Fabián Cubero,Vélez Sarsfield,Argentina Primera División ,CB,Silver,67,67,34,52,59,65,67,2019-11-25 22:25:43
Ross Wallace,Fleetwood Town,England EFL League One,CM,Silver,67,71,60,61,68,38,52,2019-11-25 22:25:43
Jake Buxton,Burton Albion,England EFL League One,CB,Silver,67,64,30,42,46,65,77,2019-11-25 22:25:43
Billy Jones,Rotherham United,England EFL League One,RB,Silver,67,46,38,46,56,65,61,2019-11-25 22:25:43
Jürgen Gjasula,1. FC Magdeburg,Germany 3. Liga,CM,Silver,67,73,63,53,69,22,61,2019-11-25 22:25:43
Ricardo Clark,Columbus Crew SC,USA Major League Soccer,CDM,Silver,67,79,41,58,64,63,68,2019-11-25 22:25:43
Abdullah Durak,Çaykur Rizespor,Turkey Süper Lig,CDM,Silver,67,62,27,45,48,65,70,2019-11-25 22:25:43
Ian Henderson,Rochdale,England EFL League One,ST,Silver,67,47,24,45,43,65,74,2019-11-25 22:25:43
Christian Grindheim,FK Haugesund,Norway Eliteserien,CAM,Silver,67,67,62,58,66,58,75,2019-11-25 22:25:43
Mijat Marić,FC Lugano,Switzerland Super League,CB,Silver,67,78,39,61,64,60,66,2019-11-25 22:25:43
Stefan Ishizaki,IF Elfsborg,Sweden Allsvenskan,CM,Silver,67,67,62,50,62,30,69,2019-11-25 22:25:43
Jack Simpson,Bournemouth,England Premier League,CB,Silver,67,84,55,60,67,60,74,2019-11-25 22:25:43
Luca Itter,SC Freiburg,Germany 1. Bundesliga,LB,Silver,67,79,43,50,63,65,74,2019-11-25 22:25:43
Sergio Akieme,FC Barcelona,Spain Primera Division,LB,Silver,67,56,43,59,62,62,73,2019-11-25 22:25:43
Alexander Fuchs,1. FC Nürnberg,Germany 2. Bundesliga,CM,Silver,67,71,29,36,39,68,71,2019-11-25 22:25:43
Kévin Soni,RCD Espanyol,Spain Primera Division,CAM,Silver,67,69,39,42,66,68,52,2019-11-25 22:25:43
Álex Blanco,Real Zaragoza,Spain Segunda A,LM,Silver,67,68,62,60,67,54,75,2019-11-25 22:25:43
Pape Souaré,ESTAC Troyes,France Ligue 2,LB,Silver,67,78,39,58,65,64,65,2019-11-25 22:25:43
Axel Disasi,Stade de Reims,France Ligue 1,CB,Silver,67,65,26,36,43,63,78,2019-11-25 22:25:43
Simone Edera,Torino,Italy Serie A,RW,Silver,67,75,54,59,69,35,54,2019-11-25 22:25:43
Paweł Jaroszyński,Salernitana,Italy Serie B,LB,Silver,67,52,59,66,65,57,65,2019-11-25 22:25:43
Pietro Pellegri,AS Monaco,France Ligue 1,ST,Silver,67,68,38,62,62,63,65,2019-11-25 22:25:43
Raphael Framberger,FC Augsburg,Germany 1. Bundesliga,RB,Silver,67,66,60,69,59,59,71,2019-11-25 22:25:43
Oliver Skipp,Tottenham Hotspur,England Premier League,CDM,Silver,67,42,28,41,40,66,77,2019-11-25 22:25:43
Xande Silva,West Ham United,England Premier League,RM,Silver,67,79,48,60,66,58,69,2019-11-25 22:25:43
Sheyi Ojo,Rangers,Scotland Premiership,RW,Silver,67,74,63,63,67,36,65,2019-11-25 22:25:43
